month,strategy,type,variant,params,total_trades,total_return_pct,profit_factor,sharpe_ratio,max_drawdown_pct,win_rate_pct,avg_trade_pct,avg_win_pct,avg_loss_pct,max_consecutive_losses,long_trades,short_trades,long_return_pct,short_return_pct,score,return_1w,return_1m,return_3m,return_6m,return_1y
2025-11,Momentum Accel,Momentum,v2,"{""macd_fast"": 8, ""macd_slow"": 21, ""macd_sig"": 5, ""adx_len"": 10, ""adx_thresh"": 20, ""atr_mult"": 1.3}",105,-23.31,0.323,-1.951,28.4,21.9,-0.2647,0.5772,-0.5009,10,51,54,-16.8,-10.99,-0.0222,-9.57,-23.31,-23.31,-23.31,-23.31
2026-01,Scalp EMA,Trend-Scalp,v4,"{""fast"": 3, ""mid"": 5, ""slow"": 13, ""atr_mult"": 0.7}",127,-23.42,0.412,-0.971,24.51,15.0,-0.2195,1.0262,-0.4386,26,53,74,-11.04,-16.83,-0.0163,-9.58,-23.42,-23.42,-23.42,-23.42
2025-10,Ensemble Vote,Ensemble,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 21, ""stoch_len"": 7, ""bb_len"": 15, ""min_votes"": 3, ""atr_mult"": 1.0}",152,-23.94,1.02,0.048,56.83,28.9,0.0196,3.413,-1.3629,11,89,63,-37.12,40.1,0.0009,-5.65,-23.94,-23.94,-23.94,-23.94
2025-12,Momentum Accel,Momentum,v4,"{""macd_fast"": 6, ""macd_slow"": 18, ""macd_sig"": 4, ""adx_len"": 8, ""adx_thresh"": 15, ""atr_mult"": 0.8}",137,-24.06,0.627,-0.604,36.24,18.2,-0.1904,1.7522,-0.624,19,73,64,3.47,-29.56,-0.0104,-2.24,-24.06,-24.06,-24.06,-24.06
2026-01,Scalp EMA,Trend-Scalp,v1,"{""fast"": 3, ""mid"": 8, ""slow"": 21, ""atr_mult"": 1.0}",91,-24.18,0.37,-0.929,25.39,17.6,-0.3171,1.0605,-0.611,19,37,54,-8.19,-20.66,-0.0135,-10.96,-24.18,-24.18,-24.18,-24.18
2026-01,Adaptive Regime,Adaptive,default,"{""adx_len"": 14, ""adx_trend_thresh"": 25, ""adx_range_thresh"": 18, ""ema_fast"": 9, ""ema_slow"": 21, ""bb_len"": 20, ""rsi_len"": 7, ""atr_mult"": 1.5}",57,-24.37,0.271,-0.948,24.67,17.5,-0.5081,1.0794,-0.8459,10,22,35,-3.88,-25.08,-0.0104,-7.9,-24.37,-24.37,-24.37,-24.37
2026-01,Adaptive Regime,Adaptive,v2,"{""adx_len"": 14, ""adx_trend_thresh"": 25, ""adx_range_thresh"": 18, ""ema_fast"": 9, ""ema_slow"": 21, ""bb_len"": 20, ""rsi_len"": 7, ""atr_mult"": 1.5}",57,-24.37,0.271,-0.948,24.67,17.5,-0.5081,1.0794,-0.8459,10,22,35,-3.88,-25.08,-0.0104,-7.9,-24.37,-24.37,-24.37,-24.37
2025-12,Trend Pullback,Trend-Pullback,v3,"{""trend_ema"": 40, ""fast_ema"": 8, ""rsi_len"": 7, ""rsi_oversold"": 40, ""rsi_overbought"": 60, ""atr_mult"": 1.0}",92,-24.49,0.23,-1.871,24.49,22.8,-0.3154,0.4133,-0.531,15,59,33,-9.57,-19.45,-0.0176,-1.83,-24.49,-24.49,-24.49,-24.49
2026-01,Adaptive Regime,Adaptive,v1,"{""adx_len"": 10, ""adx_trend_thresh"": 22, ""adx_range_thresh"": 15, ""ema_fast"": 5, ""ema_slow"": 15, ""bb_len"": 15, ""rsi_len"": 5, ""atr_mult"": 1.2}",85,-25.48,0.306,-0.954,26.34,16.5,-0.3616,0.9667,-0.6235,11,37,48,-12.81,-17.92,-0.0111,-7.87,-25.48,-25.48,-25.48,-25.48
2025-11,Momentum Accel,Momentum,v4,"{""macd_fast"": 6, ""macd_slow"": 18, ""macd_sig"": 4, ""adx_len"": 8, ""adx_thresh"": 15, ""atr_mult"": 0.8}",118,-25.92,0.241,-2.565,27.77,14.4,-0.2675,0.5911,-0.412,16,59,59,-17.35,-14.21,-0.0223,-7.87,-25.92,-25.92,-25.92,-25.92
2025-09,Scalp EMA,Trend-Scalp,default,"{""fast"": 5, ""mid"": 13, ""slow"": 34, ""atr_mult"": 1.2}",48,-26.06,0.158,-0.993,33.42,16.7,-0.6462,0.725,-0.9205,15,24,24,-5.65,-25.37,-0.0047,-5.54,-26.06,-26.06,-26.06,-26.06
2025-09,Scalp EMA,Trend-Scalp,v2,"{""fast"": 5, ""mid"": 13, ""slow"": 34, ""atr_mult"": 1.2}",48,-26.06,0.158,-0.993,33.42,16.7,-0.6462,0.725,-0.9205,15,24,24,-5.65,-25.37,-0.0047,-5.54,-26.06,-26.06,-26.06,-26.06
2025-09,Ensemble Vote,Ensemble,default,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 3, ""atr_mult"": 1.3}",124,-26.18,0.414,-0.976,33.02,16.1,-0.2499,1.0959,-0.5087,16,74,50,-15.39,-15.59,-0.0122,-9.32,-26.18,-26.18,-26.18,-26.18
2025-09,Ensemble Vote,Ensemble,v2,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 3, ""atr_mult"": 1.3}",124,-26.18,0.414,-0.976,33.02,16.1,-0.2499,1.0959,-0.5087,16,74,50,-15.39,-15.59,-0.0122,-9.32,-26.18,-26.18,-26.18,-26.18
2026-01,RSI Momentum,Momentum,default,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",133,-26.51,0.374,-2.247,26.76,15.8,-0.2395,0.9047,-0.4541,23,54,79,-6.61,-25.25,-0.0314,-5.88,-26.51,-26.51,-26.51,-26.51
2026-01,RSI Momentum,Momentum,v2,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",133,-26.51,0.374,-2.247,26.76,15.8,-0.2395,0.9047,-0.4541,23,54,79,-6.61,-25.25,-0.0314,-5.88,-26.51,-26.51,-26.51,-26.51
2025-12,Momentum Accel,Momentum,v1,"{""macd_fast"": 5, ""macd_slow"": 15, ""macd_sig"": 3, ""adx_len"": 7, ""adx_thresh"": 18, ""atr_mult"": 1.0}",148,-26.55,0.637,-0.752,34.64,18.9,-0.1968,1.8249,-0.6686,16,78,70,-5.64,-23.49,-0.0138,-5.68,-26.55,-26.55,-26.55,-26.55
2025-12,Scalp EMA,Trend-Scalp,v4,"{""fast"": 3, ""mid"": 5, ""slow"": 13, ""atr_mult"": 0.7}",113,-26.79,0.609,-0.574,36.28,13.3,-0.2575,3.022,-0.7595,25,54,59,14.89,-43.99,-0.0096,-16.86,-26.79,-26.79,-26.79,-26.79
2026-01,Momentum Accel,Momentum,v4,"{""macd_fast"": 6, ""macd_slow"": 18, ""macd_sig"": 4, ""adx_len"": 8, ""adx_thresh"": 15, ""atr_mult"": 0.8}",132,-26.89,0.32,-1.471,27.27,19.7,-0.2472,0.5893,-0.4523,18,62,70,-14.88,-17.75,-0.0172,-4.28,-26.89,-26.89,-26.89,-26.89
2026-01,Ensemble Vote,Ensemble,v3,"{""ema_fast"": 5, ""ema_slow"": 13, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 17, ""stoch_len"": 9, ""bb_len"": 15, ""min_votes"": 4, ""atr_mult"": 1.5}",81,-27.04,0.183,-1.573,27.76,22.2,-0.404,0.4063,-0.6355,14,39,42,-18.56,-14.16,-0.0104,-5.32,-27.04,-27.04,-27.04,-27.04
2025-12,Scalp EMA,Trend-Scalp,default,"{""fast"": 5, ""mid"": 13, ""slow"": 34, ""atr_mult"": 1.2}",54,-27.05,0.191,-0.384,40.49,18.5,-0.6072,0.7733,-0.921,13,33,21,-18.65,-14.14,-0.0018,-12.69,-27.05,-27.05,-27.05,-27.05
2025-12,Scalp EMA,Trend-Scalp,v2,"{""fast"": 5, ""mid"": 13, ""slow"": 34, ""atr_mult"": 1.2}",54,-27.05,0.191,-0.384,40.49,18.5,-0.6072,0.7733,-0.921,13,33,21,-18.65,-14.14,-0.0018,-12.69,-27.05,-27.05,-27.05,-27.05
2025-11,Ensemble Vote,Ensemble,default,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 3, ""atr_mult"": 1.3}",118,-27.42,0.23,-1.916,32.23,11.9,-0.2835,0.7137,-0.4177,20,54,64,-8.88,-24.56,-0.0137,-10.81,-27.42,-27.42,-27.42,-27.42
2025-11,Ensemble Vote,Ensemble,v2,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 3, ""atr_mult"": 1.3}",118,-27.42,0.23,-1.916,32.23,11.9,-0.2835,0.7137,-0.4177,20,54,64,-8.88,-24.56,-0.0137,-10.81,-27.42,-27.42,-27.42,-27.42
2025-12,Confluence,Multi-Indicator,default,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",84,-27.53,0.096,-3.164,27.53,10.7,-0.4032,0.3991,-0.4995,23,54,30,-18.56,-15.31,-0.011,-13.01,-27.53,-27.53,-27.53,-27.53
2025-12,Confluence,Multi-Indicator,v2,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",84,-27.53,0.096,-3.164,27.53,10.7,-0.4032,0.3991,-0.4995,23,54,30,-18.56,-15.31,-0.011,-13.01,-27.53,-27.53,-27.53,-27.53
2025-12,Confluence,Multi-Indicator,v3,"{""ema_fast"": 10, ""ema_slow"": 30, ""rsi_len"": 14, ""stoch_len"": 21, ""atr_mult"": 2.0}",69,-27.6,0.089,-3.338,27.6,13.0,-0.4916,0.3683,-0.6206,18,46,23,-15.35,-18.58,-0.0108,-13.63,-27.6,-27.6,-27.6,-27.6
2025-12,Trend Pullback,Trend-Pullback,default,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",83,-27.91,0.171,-1.975,28.21,18.1,-0.4072,0.4649,-0.5995,13,53,30,-18.37,-15.42,-0.012,-5.2,-27.91,-27.91,-27.91,-27.91
2025-12,Trend Pullback,Trend-Pullback,v2,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",83,-27.91,0.171,-1.975,28.21,18.1,-0.4072,0.4649,-0.5995,13,53,30,-18.37,-15.42,-0.012,-5.2,-27.91,-27.91,-27.91,-27.91
2025-11,Scalp EMA,Trend-Scalp,v3,"{""fast"": 5, ""mid"": 10, ""slow"": 25, ""atr_mult"": 0.8}",74,-28.23,0.114,-2.025,28.23,13.5,-0.4675,0.4458,-0.6102,15,38,36,-16.4,-18.19,-0.0082,-8.19,-28.23,-28.23,-28.23,-28.23
2026-01,Ensemble Vote,Ensemble,v4,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 2, ""atr_mult"": 1.0}",139,-28.33,0.401,-1.249,28.98,17.3,-0.2488,0.9648,-0.5021,15,63,76,-10.74,-23.85,-0.0173,-9.39,-28.33,-28.33,-28.33,-28.33
2026-01,Ensemble Vote,Ensemble,default,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 3, ""atr_mult"": 1.3}",126,-28.46,0.353,-1.157,29.1,18.3,-0.2747,0.8201,-0.5191,15,54,72,-9.94,-24.67,-0.014,-9.73,-28.46,-28.46,-28.46,-28.46
2026-01,Ensemble Vote,Ensemble,v2,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 3, ""atr_mult"": 1.3}",126,-28.46,0.353,-1.157,29.1,18.3,-0.2747,0.8201,-0.5191,15,54,72,-9.94,-24.67,-0.014,-9.73,-28.46,-28.46,-28.46,-28.46
2026-01,RSI Momentum,Momentum,v3,"{""rsi_len"": 7, ""rsi_long_entry"": 52, ""rsi_short_entry"": 48, ""rsi_long_exit"": 70, ""rsi_short_exit"": 30, ""atr_mult"": 1.0}",109,-28.48,0.171,-3.171,28.72,12.8,-0.3203,0.5145,-0.4434,21,43,66,-10.93,-23.98,-0.0189,-5.59,-28.48,-28.48,-28.48,-28.48
2025-12,RSI Momentum,Momentum,default,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",122,-28.58,0.305,-1.557,29.38,18.9,-0.281,0.6541,-0.4983,16,68,54,-26.93,-7.35,-0.0162,-0.18,-28.58,-28.58,-28.58,-28.58
2025-12,RSI Momentum,Momentum,v2,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",122,-28.58,0.305,-1.557,29.38,18.9,-0.281,0.6541,-0.4983,16,68,54,-26.93,-7.35,-0.0162,-0.18,-28.58,-28.58,-28.58,-28.58
2025-12,Trend Pullback,Trend-Pullback,v4,"{""trend_ema"": 20, ""fast_ema"": 5, ""rsi_len"": 5, ""rsi_oversold"": 30, ""rsi_overbought"": 70, ""atr_mult"": 0.8}",91,-29.25,0.166,-2.208,30.13,18.7,-0.393,0.4198,-0.5798,18,49,42,-13.21,-22.56,-0.0122,-5.55,-29.25,-29.25,-29.25,-29.25
2025-12,Adaptive Regime,Adaptive,v3,"{""adx_len"": 10, ""adx_trend_thresh"": 20, ""adx_range_thresh"": 15, ""ema_fast"": 8, ""ema_slow"": 21, ""bb_len"": 15, ""rsi_len"": 7, ""atr_mult"": 1.0}",90,-29.29,0.57,-0.61,29.29,13.3,-0.3539,3.5136,-0.9489,27,55,35,-14.49,-17.36,-0.0119,-20.13,-29.29,-29.29,-29.29,-29.29
2025-10,Momentum Accel,Momentum,default,"{""macd_fast"": 8, ""macd_slow"": 21, ""macd_sig"": 5, ""adx_len"": 10, ""adx_thresh"": 20, ""atr_mult"": 1.3}",97,-29.83,1.035,-0.096,48.91,27.8,0.0508,5.3431,-1.9905,8,50,47,-28.12,33.05,-0.002,-11.21,-29.83,-29.83,-29.83,-29.83
2025-10,Momentum Accel,Momentum,v2,"{""macd_fast"": 8, ""macd_slow"": 21, ""macd_sig"": 5, ""adx_len"": 10, ""adx_thresh"": 20, ""atr_mult"": 1.3}",97,-29.83,1.035,-0.096,48.91,27.8,0.0508,5.3431,-1.9905,8,50,47,-28.12,33.05,-0.002,-11.21,-29.83,-29.83,-29.83,-29.83
2026-01,RSI Momentum,Momentum,v1,"{""rsi_len"": 5, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 80, ""rsi_short_exit"": 20, ""atr_mult"": 1.2}",128,-29.85,0.186,-1.914,29.85,12.5,-0.2892,0.53,-0.4062,18,49,79,-17.59,-19.42,-0.0119,-6.86,-29.85,-29.85,-29.85,-29.85
2025-12,Scalp EMA,Trend-Scalp,v3,"{""fast"": 5, ""mid"": 10, ""slow"": 25, ""atr_mult"": 0.8}",88,-30.01,0.237,-0.461,42.82,15.9,-0.4246,0.8305,-0.662,13,50,38,-17.93,-19.43,-0.0026,-15.31,-30.01,-30.01,-30.01,-30.01
2026-01,Momentum Accel,Momentum,v1,"{""macd_fast"": 5, ""macd_slow"": 15, ""macd_sig"": 3, ""adx_len"": 7, ""adx_thresh"": 18, ""atr_mult"": 1.0}",146,-30.3,0.324,-1.728,30.79,17.8,-0.2567,0.6895,-0.4617,28,66,80,-17.86,-19.61,-0.0182,-6.32,-30.3,-30.3,-30.3,-30.3
2026-01,Momentum Accel,Momentum,v3,"{""macd_fast"": 12, ""macd_slow"": 26, ""macd_sig"": 9, ""adx_len"": 14, ""adx_thresh"": 22, ""atr_mult"": 1.5}",88,-30.51,0.243,-1.473,30.83,20.5,-0.4307,0.6771,-0.7156,9,46,42,-18.3,-19.6,-0.0116,-6.87,-30.51,-30.51,-30.51,-30.51
